Id,Dataset,Filepath,Filename,Ext,Speaker,Text,Gender,Age,Race,Accent,Intensity/Level,Sentiment,Emotion
24534,MLEND,./dataset/mlend\MLEndSND_Public\10280.wav,10280.wav,.wav,Mlend_103,20,,,,Nigerian,,,Bored
24535,MLEND,./dataset/mlend\MLEndSND_Public\10281.wav,10281.wav,.wav,Mlend_43,100,,,,Afghanistani,,,Happy
24536,MLEND,./dataset/mlend\MLEndSND_Public\10282.wav,10282.wav,.wav,Mlend_145,19,,,,Chinese,,,Question
24537,MLEND,./dataset/mlend\MLEndSND_Public\10284.wav,10284.wav,.wav,Mlend_39,30,,,,British,,,Neutral
24538,MLEND,./dataset/mlend\MLEndSND_Public\10288.wav,10288.wav,.wav,Mlend_93,5,,,,Chinese,,,Neutral
24539,MLEND,./dataset/mlend\MLEndSND_Public\10289.wav,10289.wav,.wav,Mlend_39,18,,,,British,,,Neutral
24540,MLEND,./dataset/mlend\MLEndSND_Public\10290.wav,10290.wav,.wav,Mlend_51,18,,,,Polish,,,Bored
24541,MLEND,./dataset/mlend\MLEndSND_Public\10291.wav,10291.wav,.wav,Mlend_110,9,,,,Indian,,,Bored
24542,MLEND,./dataset/mlend\MLEndSND_Public\10292.wav,10292.wav,.wav,Mlend_128,17,,,,Portuguese,,,Question
24543,MLEND,./dataset/mlend\MLEndSND_Public\10293.wav,10293.wav,.wav,Mlend_153,20,,,,Greek,,,Happy
24544,MLEND,./dataset/mlend\MLEndSND_Public\10294.wav,10294.wav,.wav,Mlend_75,80,,,,,,,Neutral
24545,MLEND,./dataset/mlend\MLEndSND_Public\10295.wav,10295.wav,.wav,Mlend_22,100,,,,Indian,,,Question
24546,MLEND,./dataset/mlend\MLEndSND_Public\10296.wav,10296.wav,.wav,Mlend_58,18,,,,Hungarian,,,Bored
24547,MLEND,./dataset/mlend\MLEndSND_Public\10297.wav,10297.wav,.wav,Mlend_67,2,,,,British,,,Bored
24548,MLEND,./dataset/mlend\MLEndSND_Public\10298.wav,10298.wav,.wav,Mlend_153,18,,,,Greek,,,Question
24549,MLEND,./dataset/mlend\MLEndSND_Public\10299.wav,10299.wav,.wav,Mlend_7,14,,,,Uruguayan,,,Question
24550,MLEND,./dataset/mlend\MLEndSND_Public\10303.wav,10303.wav,.wav,Mlend_15,30,,,,Norwegian,,,Bored
24551,MLEND,./dataset/mlend\MLEndSND_Public\10306.wav,10306.wav,.wav,Mlend_72,60,,,,British,,,Bored
24552,MLEND,./dataset/mlend\MLEndSND_Public\10307.wav,10307.wav,.wav,Mlend_132,3,,,,British,,,Question
24553,MLEND,./dataset/mlend\MLEndSND_Public\10308.wav,10308.wav,.wav,Mlend_96,100,,,,Bangladeshi,,,Bored
24554,MLEND,./dataset/mlend\MLEndSND_Public\10309.wav,10309.wav,.wav,Mlend_45,30,,,,Indian,,,Neutral
24555,MLEND,./dataset/mlend\MLEndSND_Public\10310.wav,10310.wav,.wav,Mlend_135,5,,,,Palestinian,,,Bored
24556,MLEND,./dataset/mlend\MLEndSND_Public\10311.wav,10311.wav,.wav,Mlend_40,50,,,,,,,Happy
24557,MLEND,./dataset/mlend\MLEndSND_Public\10312.wav,10312.wav,.wav,Mlend_90,19,,,,Nigerian,,,Neutral
24558,MLEND,./dataset/mlend\MLEndSND_Public\10313.wav,10313.wav,.wav,Mlend_66,2,,,,British,,,Neutral
24559,MLEND,./dataset/mlend\MLEndSND_Public\10314.wav,10314.wav,.wav,Mlend_51,1000,,,,Polish,,,Question
24560,MLEND,./dataset/mlend\MLEndSND_Public\10315.wav,10315.wav,.wav,Mlend_28,50,,,,Chinese,,,Happy
24561,MLEND,./dataset/mlend\MLEndSND_Public\10317.wav,10317.wav,.wav,Mlend_112,1000,,,,Indian,,,Question
24562,MLEND,./dataset/mlend\MLEndSND_Public\10318.wav,10318.wav,.wav,Mlend_47,4,,,,Greek,,,Bored
24563,MLEND,./dataset/mlend\MLEndSND_Public\10319.wav,10319.wav,.wav,Mlend_122,16,,,,Bangladeshi,,,Question
24564,MLEND,./dataset/mlend\MLEndSND_Public\10320.wav,10320.wav,.wav,Mlend_35,10,,,,Pakistani,,,Neutral
24565,MLEND,./dataset/mlend\MLEndSND_Public\10321.wav,10321.wav,.wav,Mlend_118,60,,,,,,,Happy
24566,MLEND,./dataset/mlend\MLEndSND_Public\10322.wav,10322.wav,.wav,Mlend_15,20,,,,Norwegian,,,Neutral
24567,MLEND,./dataset/mlend\MLEndSND_Public\10325.wav,10325.wav,.wav,Mlend_79,5,,,,Egyptian,,,Neutral
24568,MLEND,./dataset/mlend\MLEndSND_Public\10326.wav,10326.wav,.wav,Mlend_83,15,,,,,,,Question
24569,MLEND,./dataset/mlend\MLEndSND_Public\10327.wav,10327.wav,.wav,Mlend_38,17,,,,British,,,Neutral
24570,MLEND,./dataset/mlend\MLEndSND_Public\10328.wav,10328.wav,.wav,Mlend_27,80,,,,British,,,Question
24571,MLEND,./dataset/mlend\MLEndSND_Public\10329.wav,10329.wav,.wav,Mlend_107,12,,,,British,,,Neutral
24572,MLEND,./dataset/mlend\MLEndSND_Public\10330.wav,10330.wav,.wav,Mlend_49,0,,,,Chinese,,,Bored
24573,MLEND,./dataset/mlend\MLEndSND_Public\10331.wav,10331.wav,.wav,Mlend_135,8,,,,Palestinian,,,Neutral
24574,MLEND,./dataset/mlend\MLEndSND_Public\10332.wav,10332.wav,.wav,Mlend_83,50,,,,,,,Question
24575,MLEND,./dataset/mlend\MLEndSND_Public\10334.wav,10334.wav,.wav,Mlend_79,100,,,,Egyptian,,,Bored
24576,MLEND,./dataset/mlend\MLEndSND_Public\10336.wav,10336.wav,.wav,Mlend_99,40,,,,,,,Bored
24577,MLEND,./dataset/mlend\MLEndSND_Public\10337.wav,10337.wav,.wav,Mlend_148,5,,,,Egyptian,,,Neutral
24578,MLEND,./dataset/mlend\MLEndSND_Public\10338.wav,10338.wav,.wav,Mlend_35,18,,,,Pakistani,,,Neutral
24579,MLEND,./dataset/mlend\MLEndSND_Public\10340.wav,10340.wav,.wav,Mlend_115,2,,,,Lithuanian,,,Neutral
24580,MLEND,./dataset/mlend\MLEndSND_Public\10342.wav,10342.wav,.wav,Mlend_11,60,,,,Filipino,,,Bored
24581,MLEND,./dataset/mlend\MLEndSND_Public\10344.wav,10344.wav,.wav,Mlend_127,6,,,,Malaysian,,,Bored
24582,MLEND,./dataset/mlend\MLEndSND_Public\10345.wav,10345.wav,.wav,Mlend_13,5,,,,Indian,,,Neutral
24583,MLEND,./dataset/mlend\MLEndSND_Public\10346.wav,10346.wav,.wav,Mlend_106,0,,,,Indian,,,Happy
24584,MLEND,./dataset/mlend\MLEndSND_Public\10347.wav,10347.wav,.wav,Mlend_65,9,,,,Indian,,,Question
24585,MLEND,./dataset/mlend\MLEndSND_Public\10348.wav,10348.wav,.wav,Mlend_143,90,,,,British,,,Neutral
24586,MLEND,./dataset/mlend\MLEndSND_Public\10352.wav,10352.wav,.wav,Mlend_58,1,,,,Hungarian,,,Bored
24587,MLEND,./dataset/mlend\MLEndSND_Public\10355.wav,10355.wav,.wav,Mlend_129,20,,,,Pakistani,,,Bored
24588,MLEND,./dataset/mlend\MLEndSND_Public\10358.wav,10358.wav,.wav,Mlend_33,70,,,,British,,,Happy
24589,MLEND,./dataset/mlend\MLEndSND_Public\10359.wav,10359.wav,.wav,Mlend_85,12,,,,British,,,Happy
24590,MLEND,./dataset/mlend\MLEndSND_Public\10360.wav,10360.wav,.wav,Mlend_37,17,,,,Indian,,,Neutral
24591,MLEND,./dataset/mlend\MLEndSND_Public\10363.wav,10363.wav,.wav,Mlend_86,7,,,,British,,,Question
24592,MLEND,./dataset/mlend\MLEndSND_Public\10364.wav,10364.wav,.wav,Mlend_10,100,,,,Chinese,,,Question
24593,MLEND,./dataset/mlend\MLEndSND_Public\10365.wav,10365.wav,.wav,Mlend_110,3,,,,Indian,,,Neutral
24594,MLEND,./dataset/mlend\MLEndSND_Public\10366.wav,10366.wav,.wav,Mlend_16,7,,,,Portuguese,,,Bored
24595,MLEND,./dataset/mlend\MLEndSND_Public\10367.wav,10367.wav,.wav,Mlend_101,1000000000,,,,Indian,,,Happy
24596,MLEND,./dataset/mlend\MLEndSND_Public\10368.wav,10368.wav,.wav,Mlend_36,3,,,,Indian,,,Happy
24597,MLEND,./dataset/mlend\MLEndSND_Public\10369.wav,10369.wav,.wav,Mlend_42,12,,,,British,,,Neutral
24598,MLEND,./dataset/mlend\MLEndSND_Public\10370.wav,10370.wav,.wav,Mlend_121,1000000,,,,Indian,,,Bored
24599,MLEND,./dataset/mlend\MLEndSND_Public\10372.wav,10372.wav,.wav,Mlend_128,0,,,,Portuguese,,,Bored
24600,MLEND,./dataset/mlend\MLEndSND_Public\10373.wav,10373.wav,.wav,Mlend_110,10,,,,Indian,,,Question
24601,MLEND,./dataset/mlend\MLEndSND_Public\10374.wav,10374.wav,.wav,Mlend_38,3,,,,British,,,Neutral
24602,MLEND,./dataset/mlend\MLEndSND_Public\10375.wav,10375.wav,.wav,Mlend_60,70,,,,British,,,Bored
24603,MLEND,./dataset/mlend\MLEndSND_Public\10376.wav,10376.wav,.wav,Mlend_21,18,,,,Chinese,,,Question
24604,MLEND,./dataset/mlend\MLEndSND_Public\10377.wav,10377.wav,.wav,Mlend_86,1,,,,British,,,Bored
24605,MLEND,./dataset/mlend\MLEndSND_Public\10378.wav,10378.wav,.wav,Mlend_91,15,,,,Indian,,,Neutral
24606,MLEND,./dataset/mlend\MLEndSND_Public\10379.wav,10379.wav,.wav,Mlend_56,17,,,,British,,,Question
24607,MLEND,./dataset/mlend\MLEndSND_Public\10380.wav,10380.wav,.wav,Mlend_45,6,,,,Indian,,,Happy
24608,MLEND,./dataset/mlend\MLEndSND_Public\10381.wav,10381.wav,.wav,Mlend_0,17,,,,German,,,Neutral
24609,MLEND,./dataset/mlend\MLEndSND_Public\10386.wav,10386.wav,.wav,Mlend_97,19,,,,Indian,,,Bored
24610,MLEND,./dataset/mlend\MLEndSND_Public\10387.wav,10387.wav,.wav,Mlend_63,60,,,,,,,Bored
24611,MLEND,./dataset/mlend\MLEndSND_Public\10389.wav,10389.wav,.wav,Mlend_13,40,,,,Indian,,,Happy
24612,MLEND,./dataset/mlend\MLEndSND_Public\10390.wav,10390.wav,.wav,Mlend_19,13,,,,,,,Neutral
24613,MLEND,./dataset/mlend\MLEndSND_Public\10391.wav,10391.wav,.wav,Mlend_116,80,,,,Indian,,,Question
24614,MLEND,./dataset/mlend\MLEndSND_Public\10392.wav,10392.wav,.wav,Mlend_26,5,,,,Indian,,,Neutral
24615,MLEND,./dataset/mlend\MLEndSND_Public\10395.wav,10395.wav,.wav,Mlend_140,18,,,,Indian,,,Happy
24616,MLEND,./dataset/mlend\MLEndSND_Public\10396.wav,10396.wav,.wav,Mlend_125,1,,,,British,,,Question
24617,MLEND,./dataset/mlend\MLEndSND_Public\10397.wav,10397.wav,.wav,Mlend_142,16,,,,Thai,,,Bored
24618,MLEND,./dataset/mlend\MLEndSND_Public\10398.wav,10398.wav,.wav,Mlend_143,30,,,,British,,,Bored
24619,MLEND,./dataset/mlend\MLEndSND_Public\10399.wav,10399.wav,.wav,Mlend_43,16,,,,Afghanistani,,,Bored
24620,MLEND,./dataset/mlend\MLEndSND_Public\10400.wav,10400.wav,.wav,Mlend_24,5,,,,Chinese,,,Happy
24621,MLEND,./dataset/mlend\MLEndSND_Public\10402.wav,10402.wav,.wav,Mlend_101,17,,,,Indian,,,Bored
24622,MLEND,./dataset/mlend\MLEndSND_Public\10403.wav,10403.wav,.wav,Mlend_95,1000000000,,,,Chinese,,,Happy
24623,MLEND,./dataset/mlend\MLEndSND_Public\10404.wav,10404.wav,.wav,Mlend_55,3,,,,Iranian,,,Question
24624,MLEND,./dataset/mlend\MLEndSND_Public\10405.wav,10405.wav,.wav,Mlend_53,70,,,,British,,,Question
24625,MLEND,./dataset/mlend\MLEndSND_Public\10406.wav,10406.wav,.wav,Mlend_0,12,,,,German,,,Bored
24626,MLEND,./dataset/mlend\MLEndSND_Public\10407.wav,10407.wav,.wav,Mlend_114,50,,,,Irish,,,Neutral
24627,MLEND,./dataset/mlend\MLEndSND_Public\10408.wav,10408.wav,.wav,Mlend_144,3,,,,Saudi Arabian,,,Question
24628,MLEND,./dataset/mlend\MLEndSND_Public\10410.wav,10410.wav,.wav,Mlend_28,17,,,,Chinese,,,Bored
24629,MLEND,./dataset/mlend\MLEndSND_Public\10411.wav,10411.wav,.wav,Mlend_128,5,,,,Portuguese,,,Happy
24630,MLEND,./dataset/mlend\MLEndSND_Public\10412.wav,10412.wav,.wav,Mlend_120,14,,,,Romanian,,,Happy
24631,MLEND,./dataset/mlend\MLEndSND_Public\10413.wav,10413.wav,.wav,Mlend_146,40,,,,British,,,Bored
24632,MLEND,./dataset/mlend\MLEndSND_Public\10415.wav,10415.wav,.wav,Mlend_35,11,,,,Pakistani,,,Question
24633,MLEND,./dataset/mlend\MLEndSND_Public\10416.wav,10416.wav,.wav,Mlend_146,80,,,,British,,,Bored
24634,MLEND,./dataset/mlend\MLEndSND_Public\10417.wav,10417.wav,.wav,Mlend_134,5,,,,Pakistani,,,Bored
24635,MLEND,./dataset/mlend\MLEndSND_Public\10419.wav,10419.wav,.wav,Mlend_47,0,,,,Greek,,,Question
24636,MLEND,./dataset/mlend\MLEndSND_Public\10420.wav,10420.wav,.wav,Mlend_76,30,,,,British,,,Neutral
24637,MLEND,./dataset/mlend\MLEndSND_Public\10423.wav,10423.wav,.wav,Mlend_92,2,,,,,,,Question
24638,MLEND,./dataset/mlend\MLEndSND_Public\10425.wav,10425.wav,.wav,Mlend_136,1000000000,,,,Indian,,,Bored
24639,MLEND,./dataset/mlend\MLEndSND_Public\10426.wav,10426.wav,.wav,Mlend_150,4,,,,Polish,,,Bored
24640,MLEND,./dataset/mlend\MLEndSND_Public\10427.wav,10427.wav,.wav,Mlend_85,1000000,,,,British,,,Bored
24641,MLEND,./dataset/mlend\MLEndSND_Public\10429.wav,10429.wav,.wav,Mlend_44,100,,,,Syrian,,,Happy
24642,MLEND,./dataset/mlend\MLEndSND_Public\10430.wav,10430.wav,.wav,Mlend_127,40,,,,Malaysian,,,Question
24643,MLEND,./dataset/mlend\MLEndSND_Public\10431.wav,10431.wav,.wav,Mlend_55,16,,,,Iranian,,,Question
24644,MLEND,./dataset/mlend\MLEndSND_Public\10434.wav,10434.wav,.wav,Mlend_134,30,,,,Pakistani,,,Bored
24645,MLEND,./dataset/mlend\MLEndSND_Public\10435.wav,10435.wav,.wav,Mlend_127,1000000,,,,Malaysian,,,Neutral
24646,MLEND,./dataset/mlend\MLEndSND_Public\10436.wav,10436.wav,.wav,Mlend_55,100,,,,Iranian,,,Happy
24647,MLEND,./dataset/mlend\MLEndSND_Public\10438.wav,10438.wav,.wav,Mlend_76,100,,,,British,,,Bored
24648,MLEND,./dataset/mlend\MLEndSND_Public\10439.wav,10439.wav,.wav,Mlend_55,18,,,,Iranian,,,Question
24649,MLEND,./dataset/mlend\MLEndSND_Public\10440.wav,10440.wav,.wav,Mlend_109,100,,,,Indian,,,Happy
24650,MLEND,./dataset/mlend\MLEndSND_Public\10441.wav,10441.wav,.wav,Mlend_76,1000,,,,British,,,Happy
24651,MLEND,./dataset/mlend\MLEndSND_Public\10442.wav,10442.wav,.wav,Mlend_62,16,,,,British,,,Question
24652,MLEND,./dataset/mlend\MLEndSND_Public\10443.wav,10443.wav,.wav,Mlend_59,9,,,,Indian,,,Neutral
24653,MLEND,./dataset/mlend\MLEndSND_Public\10444.wav,10444.wav,.wav,Mlend_50,50,,,,Indian,,,Happy
24654,MLEND,./dataset/mlend\MLEndSND_Public\10448.wav,10448.wav,.wav,Mlend_48,1,,,,Indian,,,Bored
24655,MLEND,./dataset/mlend\MLEndSND_Public\10450.wav,10450.wav,.wav,Mlend_128,5,,,,Portuguese,,,Neutral
24656,MLEND,./dataset/mlend\MLEndSND_Public\10451.wav,10451.wav,.wav,Mlend_148,7,,,,Egyptian,,,Bored
24657,MLEND,./dataset/mlend\MLEndSND_Public\10452.wav,10452.wav,.wav,Mlend_95,12,,,,Chinese,,,Bored
24658,MLEND,./dataset/mlend\MLEndSND_Public\10453.wav,10453.wav,.wav,Mlend_105,1,,,,British,,,Question
24659,MLEND,./dataset/mlend\MLEndSND_Public\10455.wav,10455.wav,.wav,Mlend_141,19,,,,Pakistani,,,Question
24660,MLEND,./dataset/mlend\MLEndSND_Public\10459.wav,10459.wav,.wav,Mlend_4,70,,,,Indian,,,Question
24661,MLEND,./dataset/mlend\MLEndSND_Public\10461.wav,10461.wav,.wav,Mlend_29,10,,,,Indian,,,Question
24662,MLEND,./dataset/mlend\MLEndSND_Public\10463.wav,10463.wav,.wav,Mlend_48,7,,,,Indian,,,Neutral
24663,MLEND,./dataset/mlend\MLEndSND_Public\10465.wav,10465.wav,.wav,Mlend_5,90,,,,British,,,Neutral
24664,MLEND,./dataset/mlend\MLEndSND_Public\10466.wav,10466.wav,.wav,Mlend_99,40,,,,,,,Bored
24665,MLEND,./dataset/mlend\MLEndSND_Public\10467.wav,10467.wav,.wav,Mlend_73,8,,,,Chinese,,,Question
24666,MLEND,./dataset/mlend\MLEndSND_Public\10470.wav,10470.wav,.wav,Mlend_131,1000000,,,,British,,,Neutral
24667,MLEND,./dataset/mlend\MLEndSND_Public\10471.wav,10471.wav,.wav,Mlend_113,90,,,,Hong Kong,,,Question
24668,MLEND,./dataset/mlend\MLEndSND_Public\10474.wav,10474.wav,.wav,Mlend_89,1,,,,Indian,,,Happy
24669,MLEND,./dataset/mlend\MLEndSND_Public\10475.wav,10475.wav,.wav,Mlend_116,13,,,,Indian,,,Question
24670,MLEND,./dataset/mlend\MLEndSND_Public\10476.wav,10476.wav,.wav,Mlend_43,12,,,,Afghanistani,,,Happy
24671,MLEND,./dataset/mlend\MLEndSND_Public\10477.wav,10477.wav,.wav,Mlend_46,12,,,,Chinese,,,Neutral
24672,MLEND,./dataset/mlend\MLEndSND_Public\10478.wav,10478.wav,.wav,Mlend_21,80,,,,Chinese,,,Neutral
24673,MLEND,./dataset/mlend\MLEndSND_Public\10480.wav,10480.wav,.wav,Mlend_56,1,,,,British,,,Question
24674,MLEND,./dataset/mlend\MLEndSND_Public\10481.wav,10481.wav,.wav,Mlend_64,1000000,,,,British,,,Neutral
24675,MLEND,./dataset/mlend\MLEndSND_Public\10483.wav,10483.wav,.wav,Mlend_135,16,,,,Palestinian,,,Bored
24676,MLEND,./dataset/mlend\MLEndSND_Public\10484.wav,10484.wav,.wav,Mlend_130,2,,,,British,,,Question
24677,MLEND,./dataset/mlend\MLEndSND_Public\10485.wav,10485.wav,.wav,Mlend_31,7,,,,British,,,Question
24678,MLEND,./dataset/mlend\MLEndSND_Public\10486.wav,10486.wav,.wav,Mlend_99,40,,,,,,,Happy
24679,MLEND,./dataset/mlend\MLEndSND_Public\10489.wav,10489.wav,.wav,Mlend_137,15,,,,Pakistani,,,Neutral
24680,MLEND,./dataset/mlend\MLEndSND_Public\10490.wav,10490.wav,.wav,Mlend_50,6,,,,Indian,,,Question
24681,MLEND,./dataset/mlend\MLEndSND_Public\10491.wav,10491.wav,.wav,Mlend_148,1000000000,,,,Egyptian,,,Bored
24682,MLEND,./dataset/mlend\MLEndSND_Public\10494.wav,10494.wav,.wav,Mlend_148,15,,,,Egyptian,,,Question
24683,MLEND,./dataset/mlend\MLEndSND_Public\10495.wav,10495.wav,.wav,Mlend_93,1000000,,,,Chinese,,,Question
24684,MLEND,./dataset/mlend\MLEndSND_Public\10496.wav,10496.wav,.wav,Mlend_151,14,,,,Indian,,,Neutral
24685,MLEND,./dataset/mlend\MLEndSND_Public\10497.wav,10497.wav,.wav,Mlend_106,19,,,,Indian,,,Question
24686,MLEND,./dataset/mlend\MLEndSND_Public\10499.wav,10499.wav,.wav,Mlend_24,8,,,,Chinese,,,Neutral
24687,MLEND,./dataset/mlend\MLEndSND_Public\10501.wav,10501.wav,.wav,Mlend_15,1000000000,,,,Norwegian,,,Bored
24688,MLEND,./dataset/mlend\MLEndSND_Public\10502.wav,10502.wav,.wav,Mlend_5,1000000000,,,,British,,,Bored
24689,MLEND,./dataset/mlend\MLEndSND_Public\10505.wav,10505.wav,.wav,Mlend_14,9,,,,Indian,,,Question
24690,MLEND,./dataset/mlend\MLEndSND_Public\10507.wav,10507.wav,.wav,Mlend_110,40,,,,Indian,,,Question
24691,MLEND,./dataset/mlend\MLEndSND_Public\10508.wav,10508.wav,.wav,Mlend_98,11,,,,Indian,,,Question
24692,MLEND,./dataset/mlend\MLEndSND_Public\10509.wav,10509.wav,.wav,Mlend_107,90,,,,British,,,Question
24693,MLEND,./dataset/mlend\MLEndSND_Public\10510.wav,10510.wav,.wav,Mlend_99,60,,,,,,,Bored
24694,MLEND,./dataset/mlend\MLEndSND_Public\10511.wav,10511.wav,.wav,Mlend_86,7,,,,British,,,Neutral
24695,MLEND,./dataset/mlend\MLEndSND_Public\10514.wav,10514.wav,.wav,Mlend_33,1000,,,,British,,,Question
24696,MLEND,./dataset/mlend\MLEndSND_Public\10515.wav,10515.wav,.wav,Mlend_46,80,,,,Chinese,,,Happy
24697,MLEND,./dataset/mlend\MLEndSND_Public\10516.wav,10516.wav,.wav,Mlend_96,9,,,,Bangladeshi,,,Neutral
24698,MLEND,./dataset/mlend\MLEndSND_Public\10517.wav,10517.wav,.wav,Mlend_29,11,,,,Indian,,,Bored
24699,MLEND,./dataset/mlend\MLEndSND_Public\10518.wav,10518.wav,.wav,Mlend_108,20,,,,British,,,Neutral
24700,MLEND,./dataset/mlend\MLEndSND_Public\10520.wav,10520.wav,.wav,Mlend_31,13,,,,British,,,Happy
24701,MLEND,./dataset/mlend\MLEndSND_Public\10521.wav,10521.wav,.wav,Mlend_57,1000000000,,,,British,,,Bored
24702,MLEND,./dataset/mlend\MLEndSND_Public\10523.wav,10523.wav,.wav,Mlend_125,70,,,,British,,,Question
24703,MLEND,./dataset/mlend\MLEndSND_Public\10524.wav,10524.wav,.wav,Mlend_1,14,,,,Chinese,,,Bored
24704,MLEND,./dataset/mlend\MLEndSND_Public\10525.wav,10525.wav,.wav,Mlend_125,60,,,,British,,,Neutral
24705,MLEND,./dataset/mlend\MLEndSND_Public\10526.wav,10526.wav,.wav,Mlend_57,20,,,,British,,,Happy
24706,MLEND,./dataset/mlend\MLEndSND_Public\10527.wav,10527.wav,.wav,Mlend_103,40,,,,Nigerian,,,Bored
24707,MLEND,./dataset/mlend\MLEndSND_Public\10528.wav,10528.wav,.wav,Mlend_30,12,,,,Indian,,,Neutral
24708,MLEND,./dataset/mlend\MLEndSND_Public\10529.wav,10529.wav,.wav,Mlend_56,9,,,,British,,,Question
24709,MLEND,./dataset/mlend\MLEndSND_Public\10530.wav,10530.wav,.wav,Mlend_6,12,,,,Indian,,,Happy
24710,MLEND,./dataset/mlend\MLEndSND_Public\10531.wav,10531.wav,.wav,Mlend_19,1000000000,,,,,,,Question
24711,MLEND,./dataset/mlend\MLEndSND_Public\10532.wav,10532.wav,.wav,Mlend_1,10,,,,Chinese,,,Happy
24712,MLEND,./dataset/mlend\MLEndSND_Public\10533.wav,10533.wav,.wav,Mlend_145,10,,,,Chinese,,,Neutral
24713,MLEND,./dataset/mlend\MLEndSND_Public\10534.wav,10534.wav,.wav,Mlend_32,19,,,,Indian,,,Bored
24714,MLEND,./dataset/mlend\MLEndSND_Public\10535.wav,10535.wav,.wav,Mlend_2,6,,,,Indian,,,Happy
24715,MLEND,./dataset/mlend\MLEndSND_Public\10536.wav,10536.wav,.wav,Mlend_151,40,,,,Indian,,,Question
24716,MLEND,./dataset/mlend\MLEndSND_Public\10537.wav,10537.wav,.wav,Mlend_94,90,,,,Kazakhstan,,,Happy
24717,MLEND,./dataset/mlend\MLEndSND_Public\10538.wav,10538.wav,.wav,Mlend_109,15,,,,Indian,,,Neutral
24718,MLEND,./dataset/mlend\MLEndSND_Public\10539.wav,10539.wav,.wav,Mlend_6,5,,,,Indian,,,Neutral
24719,MLEND,./dataset/mlend\MLEndSND_Public\10540.wav,10540.wav,.wav,Mlend_43,4,,,,Afghanistani,,,Bored
24720,MLEND,./dataset/mlend\MLEndSND_Public\10541.wav,10541.wav,.wav,Mlend_68,1,,,,Indian,,,Neutral
24721,MLEND,./dataset/mlend\MLEndSND_Public\10542.wav,10542.wav,.wav,Mlend_58,90,,,,Hungarian,,,Bored
24722,MLEND,./dataset/mlend\MLEndSND_Public\10543.wav,10543.wav,.wav,Mlend_8,18,,,,Chinese,,,Bored
24723,MLEND,./dataset/mlend\MLEndSND_Public\10544.wav,10544.wav,.wav,Mlend_45,8,,,,Indian,,,Neutral
24724,MLEND,./dataset/mlend\MLEndSND_Public\10545.wav,10545.wav,.wav,Mlend_44,11,,,,Syrian,,,Bored
24725,MLEND,./dataset/mlend\MLEndSND_Public\10546.wav,10546.wav,.wav,Mlend_150,1000000000,,,,Polish,,,Question
24726,MLEND,./dataset/mlend\MLEndSND_Public\10547.wav,10547.wav,.wav,Mlend_153,90,,,,Greek,,,Neutral
24727,MLEND,./dataset/mlend\MLEndSND_Public\10548.wav,10548.wav,.wav,Mlend_108,2,,,,British,,,Bored
24728,MLEND,./dataset/mlend\MLEndSND_Public\10549.wav,10549.wav,.wav,Mlend_24,2,,,,Chinese,,,Happy
24729,MLEND,./dataset/mlend\MLEndSND_Public\10550.wav,10550.wav,.wav,Mlend_29,20,,,,Indian,,,Neutral
24730,MLEND,./dataset/mlend\MLEndSND_Public\10551.wav,10551.wav,.wav,Mlend_49,100,,,,Chinese,,,Bored
24731,MLEND,./dataset/mlend\MLEndSND_Public\10552.wav,10552.wav,.wav,Mlend_77,18,,,,Mexican,,,Question
24732,MLEND,./dataset/mlend\MLEndSND_Public\10553.wav,10553.wav,.wav,Mlend_28,9,,,,Chinese,,,Happy
24733,MLEND,./dataset/mlend\MLEndSND_Public\10554.wav,10554.wav,.wav,Mlend_64,5,,,,British,,,Question
24734,MLEND,./dataset/mlend\MLEndSND_Public\10556.wav,10556.wav,.wav,Mlend_63,30,,,,,,,Neutral
24735,MLEND,./dataset/mlend\MLEndSND_Public\10557.wav,10557.wav,.wav,Mlend_75,6,,,,,,,Happy
24736,MLEND,./dataset/mlend\MLEndSND_Public\10558.wav,10558.wav,.wav,Mlend_117,10,,,,British,,,Question
24737,MLEND,./dataset/mlend\MLEndSND_Public\10562.wav,10562.wav,.wav,Mlend_117,9,,,,British,,,Neutral
24738,MLEND,./dataset/mlend\MLEndSND_Public\10564.wav,10564.wav,.wav,Mlend_105,1000000000,,,,British,,,Question
24739,MLEND,./dataset/mlend\MLEndSND_Public\10566.wav,10566.wav,.wav,Mlend_132,13,,,,British,,,Neutral
24740,MLEND,./dataset/mlend\MLEndSND_Public\10569.wav,10569.wav,.wav,Mlend_112,1000000000,,,,Indian,,,Happy
24741,MLEND,./dataset/mlend\MLEndSND_Public\10572.wav,10572.wav,.wav,Mlend_23,60,,,,British,,,Happy
24742,MLEND,./dataset/mlend\MLEndSND_Public\10573.wav,10573.wav,.wav,Mlend_42,20,,,,British,,,Question
24743,MLEND,./dataset/mlend\MLEndSND_Public\10576.wav,10576.wav,.wav,Mlend_153,9,,,,Greek,,,Neutral
24744,MLEND,./dataset/mlend\MLEndSND_Public\10577.wav,10577.wav,.wav,Mlend_84,1000,,,,Saudi Arabian,,,Bored
24745,MLEND,./dataset/mlend\MLEndSND_Public\10579.wav,10579.wav,.wav,Mlend_11,30,,,,Filipino,,,Neutral
24746,MLEND,./dataset/mlend\MLEndSND_Public\10580.wav,10580.wav,.wav,Mlend_126,19,,,,Nigerian,,,Neutral
